age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
28,Private,76129,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Guatemala,<=50K
32,Private,36302,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,95661,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
24,Private,201680,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,138626,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1876,50,United-States,<=50K
45,Private,274869,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,220783,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
42,Self-emp-not-inc,342634,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Cambodia,<=50K
49,?,271346,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,15024,0,60,United-States,>50K
42,Private,334783,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
24,State-gov,273905,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
58,Local-gov,153914,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
17,Private,160049,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
47,Private,275095,9th,5,Widowed,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
34,Self-emp-inc,174789,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
23,Self-emp-not-inc,188925,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,388672,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,16,United-States,<=50K
31,Private,217962,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,?,<=50K
23,Private,245361,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,<=50K
24,Private,182117,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,United-States,<=50K
23,Private,278391,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,186909,HS-grad,9,Never-married,Sales,Other-relative,White,Female,1055,0,30,United-States,<=50K
27,Self-emp-not-inc,227332,Bachelors,13,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,50,?,<=50K
17,Private,171080,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
35,Private,191807,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
42,Self-emp-inc,170721,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,>50K
44,Self-emp-not-inc,230684,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
42,Private,130760,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,228394,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
21,Self-emp-not-inc,83704,9th,5,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
28,Private,215873,10th,6,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,<=50K
54,Private,69477,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K
42,Private,92288,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
43,Federal-gov,144778,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
28,Private,194472,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
47,Federal-gov,96854,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,Private,139907,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
42,Private,201732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
27,Private,394927,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
18,Private,36251,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
64,Private,43738,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,>50K
49,Private,23776,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
90,Private,52386,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
30,Private,124187,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60,United-States,<=50K
39,Private,139743,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
62,Private,167652,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,354078,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
23,Local-gov,117789,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
24,Private,240063,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
53,Private,268545,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica,<=50K
24,Private,197757,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
47,Private,341471,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,<=50K
50,Local-gov,172175,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
57,Private,199847,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
41,Federal-gov,153132,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
18,Self-emp-not-inc,194091,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,<=50K
59,Self-emp-not-inc,174056,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
23,Private,159709,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,180928,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,134367,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States,>50K
32,Private,339773,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Private,303187,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,44,?,>50K
51,State-gov,22211,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,37,United-States,>50K
22,Private,211013,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
24,Private,220993,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
18,?,184101,Some-college,10,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
42,Local-gov,227890,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,<=50K
37,Self-emp-not-inc,112497,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
42,Private,256179,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,48,United-States,>50K
23,Private,109053,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,60,United-States,<=50K
58,Private,49893,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
47,Self-emp-not-inc,248776,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,25,United-States,<=50K
53,Private,47396,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,192936,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,?,193047,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
37,Private,126675,Some-college,10,Widowed,Machine-op-inspct,Other-relative,White,Male,0,0,40,?,<=50K
23,Private,97472,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,178664,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
29,Private,59732,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
55,Private,174353,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
57,Private,180920,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
28,Private,334032,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
61,Self-emp-not-inc,113080,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,>50K
45,Private,190482,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
37,Private,249208,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
21,Private,322144,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,91209,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,375574,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Mexico,>50K
60,Private,127084,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
25,?,335376,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
17,Private,121287,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
69,Private,135891,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,7,United-States,>50K
30,Private,328242,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,>50K
18,?,267399,12th,8,Never-married,?,Own-child,White,Female,0,0,12,United-States,<=50K
69,?,171050,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,9,United-States,<=50K
30,State-gov,312767,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
24,Private,179423,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
54,Private,153486,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,56,United-States,>50K
34,Private,176244,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
40,Self-emp-not-inc,282678,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,<=50K
25,Private,209227,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,21,United-States,<=50K
58,Private,316000,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
41,Private,252392,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
27,Private,506436,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Peru,<=50K
60,Self-emp-inc,226355,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2415,70,?,>50K
44,Local-gov,157473,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
23,Private,181820,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,53,United-States,<=50K
43,Self-emp-not-inc,61287,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
41,Federal-gov,83411,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,200117,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1887,50,?,>50K
30,Private,316470,9th,5,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K
57,Federal-gov,278763,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,222005,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K
43,Self-emp-not-inc,349341,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
28,Self-emp-not-inc,54683,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,United-States,<=50K
52,Private,379682,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,>50K
42,Private,377322,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
25,Private,38488,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,231263,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
36,Private,115336,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
66,Private,146454,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5556,0,40,United-States,>50K
31,Private,118149,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
39,Self-emp-not-inc,272671,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
72,Private,181494,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
64,?,338355,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,15,United-States,<=50K
60,?,139391,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,42,United-States,<=50K
43,Private,122473,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,1977,50,United-States,>50K
52,Private,128378,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
40,Private,30412,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,202051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
28,Private,216178,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
30,?,121775,Assoc-voc,11,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
38,Private,197077,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,129573,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
57,Private,173796,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K
37,Private,118577,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K
36,Private,188850,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
49,Private,149337,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,State-gov,40024,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
22,Private,126945,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,189185,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
26,Private,112847,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,201273,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,108435,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,Greece,>50K
51,Private,165278,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,46,United-States,>50K
29,Self-emp-not-inc,266855,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,166275,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,?,149040,HS-grad,9,Widowed,?,Not-in-family,White,Female,2964,0,12,United-States,<=50K
32,Private,271276,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K
57,Private,375502,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
63,Self-emp-not-inc,289741,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,41310,0,50,United-States,<=50K
19,Private,198320,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
42,Self-emp-not-inc,101709,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,2885,0,40,United-States,<=50K
18,Private,39529,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
40,Private,121466,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,124680,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,6849,0,60,United-States,<=50K
41,Private,197033,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
75,Self-emp-not-inc,106873,11th,7,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,State-gov,53903,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
30,Private,209691,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
69,Private,203313,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,Private,98350,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,Philippines,>50K
24,Private,187229,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,United-States,<=50K
68,Self-emp-not-inc,128986,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
39,Private,225544,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Poland,<=50K
29,Private,106179,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,<=50K
25,Private,278404,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,239098,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Local-gov,248346,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,375680,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,?,<=50K
27,Private,284196,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,155983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
41,Private,215479,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,43,United-States,<=50K
36,Private,279615,Bachelors,13,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,189404,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,35,United-States,>50K
23,Private,203715,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,30433,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
42,Private,117319,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
37,Private,238311,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,36,United-States,>50K
55,State-gov,26290,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K
27,Private,175034,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,119474,HS-grad,9,Never-married,Sales,Own-child,White,Female,1055,0,25,United-States,<=50K
24,Private,462820,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Self-emp-not-inc,60828,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,50,United-States,<=50K
31,Local-gov,356689,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,71609,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
50,Private,104729,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,48,United-States,<=50K
57,Local-gov,317690,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,>50K
48,Private,174794,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,276276,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,348152,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,187870,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Private,267891,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,United-States,<=50K
33,Private,158438,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
35,Private,178322,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
44,Private,215304,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
33,Self-emp-inc,117963,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,60,United-States,>50K
43,Self-emp-inc,198871,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,88,United-States,<=50K
51,Self-emp-not-inc,78631,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
44,Self-emp-not-inc,194636,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,50,United-States,<=50K
35,Private,79050,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States,<=50K
30,Private,26252,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
34,Private,190385,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
33,Private,203463,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,276153,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,4650,0,40,United-States,<=50K
51,Self-emp-not-inc,291755,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
36,Private,93225,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Private,187329,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,185556,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
27,Private,153291,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
51,?,209794,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,3,United-States,>50K
32,Private,142675,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Self-emp-inc,283338,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
36,Private,258102,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,173503,12th,8,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
47,Self-emp-not-inc,165039,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
37,Self-emp-inc,183800,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K
57,Private,71367,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
66,Local-gov,75134,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K
44,Self-emp-inc,248476,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
28,Private,217545,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,?,<=50K
34,Private,342709,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28,?,123147,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,1887,40,United-States,>50K
51,Private,221672,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
46,Private,248059,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,40,United-States,<=50K
20,Private,55465,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
48,Self-emp-inc,254291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
38,State-gov,267540,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
32,Private,193380,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,188786,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
28,Private,96337,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,167476,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
41,Private,201908,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
56,Self-emp-not-inc,200235,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
35,Private,152375,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,Private,198265,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,53042,12th,8,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
32,Private,182274,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,37,United-States,<=50K
74,?,292627,1st-4th,2,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
24,Self-emp-not-inc,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,386726,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,226089,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,187089,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Self-emp-inc,56236,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,2202,0,45,United-States,<=50K
